"Land Area","Ocean Area","Environment","Species","Scientific name","1950","S_1950","1951","S_1951","1952","S_1952","1953","S_1953","1954","S_1954","1955","S_1955","1956","S_1956","1957","S_1957","1958","S_1958","1959","S_1959","1960","S_1960","1961","S_1961","1962","S_1962","1963","S_1963","1964","S_1964","1965","S_1965","1966","S_1966","1967","S_1967","1968","S_1968","1969","S_1969","1970","S_1970","1971","S_1971","1972","S_1972","1973","S_1973","1974","S_1974","1975","S_1975","1976","S_1976","1977","S_1977","1978","S_1978","1979","S_1979","1980","S_1980","1981","S_1981","1982","S_1982","1983","S_1983","1984","S_1984","1985","S_1985","1986","S_1986","1987","S_1987","1988","S_1988","1989","S_1989","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015","2016","S_2016","2017","S_2017","2018","S_2018"
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Salmons, trouts, smelts","Salmons, trouts, smelts","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","28.5",""
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Flounders, halibuts, soles","Flounders, halibuts, soles","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","0","-","2","","14","","2","","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","0","."
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","","20","","20","F","20","","20","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Sea-squirts and other tunicates","Sea-squirts and other tunicates","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5","","10","","20","","35","","30","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Abalones, winkles, conchs","Abalones, winkles, conchs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","2","","1","","7","","10","","22","","27","","181","","373","","429","","515","","760","","830","","836.5","","786.5","","1040.6","","917.6","","1020","","1051.6","","1126.4","","1480","","1310","","1479.2","","1400","F","1276","","1527.22",""
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Clams, cockles, arkshells","Clams, cockles, arkshells","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","0","0","30","","20","","10","","5","","5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","0","."
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Mussels","Mussels","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","0","0","0","0","0","9","","9","","9","","12","","14","","14","","13","","11","","10","","6","","16","","43","","43","","252","","265","","658","","1131","","1758","","2165","","2351","","2710","","2266","","1708","","2510","","2660","","2310","","510","","610","","439","","633","","650","","482","","552","","476","","747","","692","","710","","570.31","","867.77","","1121","","1694","","1768.4","","1975","","2098.52","","2184.85",""
"Southern Africa","Atlantic Ocean and adjacent seas","Marine","Oysters","Oysters","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","151","","151","","200","F","289","","471","","616","","653","","522","","510","","555","","374","","374","","480","","505","","435","","277","","218","","297","","305","","320","","350","","455","","458","F","667","F","724","F","776","F","596.34","","693.45","","693.39","","706.12","","727.49","","768.52","","800","","757.14",""
"Western Africa","Africa - Inland waters","Brackishwater","Freshwater crustaceans","Freshwater crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","5","","6","","7","","3","","3","","2","","2","F","6","","10","","11","","20","","25","","21","","20","F","50","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0","."
"Western Africa","Africa - Inland waters","Brackishwater","Miscellaneous freshwater fishes","Miscellaneous freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","F","6","F","11","F","18","F","27","F","39","F","47","F","56","F","68","F","81","F","98","F","121","","187","","334","","305","","323","","263","F","456","","1059","","928","","923","F","804","F","899","F","25","","152","","290","","337","","128","","155","","81","","160","","160","","160","F","120","","20","","20","F","20","F","35","","68","F","70","","70","","70","F","70","F","33","","50","F","50","F"
"Western Africa","Africa - Inland waters","Brackishwater","Tilapias and other cichlids","Tilapias and other cichlids","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","F","9","F","19","F","26","F","36","F","48","F","65","F","86","F","113","F","148","F","192","F","259","","473","","361","","399","","429","","936","","12","","37","","2604","","2540","F","1835","F","1825","F","3","","18","","35","","40","","514","","447","","454","","271","","271","","391","F","331","F","120","","120","F","120","F","165","F","600","F","750","","750","","750","F","750","F","750","F","720","F","720","F"
"Western Africa","Africa - Inland waters","Freshwater","Carps, barbels and other cyprinids","Carps, barbels and other cyprinids","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","20","F","30","F","40","F","50","F","54","F","65","F","77","F","91","F","107","F","125","F","145","F","168","F","193","F","222","F","186","","229","","273","","300","","2837","","4548","","511","","111","","800","","800","F","700","F","521","","7337","","1555","","496","","143","","179","","582","","31","","28","","44","","56","","84","","85","","15667","","13003","","12864","","15488","","20609","","23298","","27876","","28157","","29985","","25227","","23244",""
"Western Africa","Africa - Inland waters","Freshwater","Miscellaneous freshwater fishes","Miscellaneous freshwater fishes","5","F","20","F","60","F","139","F","219","F","298","F","378","F","457","F","537","F","616","F","706","F","785","F","885","F","985","F","1084","F","1174","F","1273","F","1373","F","1462","F","1562","F","1660","F","1757","F","1854","F","1950","F","2047","F","2143","F","2246","F","2363","F","2467","F","2558","F","2671","F","2785","F","2912","F","3033","F","4022","","2718","","1623","","1808","","3512","","11631","","2452","","10835","","7243","","7396","F","7121","F","8519","F","9298","","17936","","16050","","20855","","24241","","22945","","28059","","27677","","40243","","50725","","76039","","76620","","125502","","131408","","178576","","195709.2","","219702.4","","237993.05","","261309","","266109.73","","259374.34","","255902","","256119.524",""
"Western Africa","Africa - Inland waters","Freshwater","Tilapias and other cichlids","Tilapias and other cichlids","208","F","354","F","482","F","600","F","712","F","818","F","920","F","1019","F","1115","F","1208","F","1299","F","1388","F","1476","F","1562","F","1646","F","1730","F","1815","F","1902","F","1992","F","2097","F","2223","F","2328","F","2424","F","2525","F","2613","F","2705","F","2792","F","2875","F","2957","F","3039","F","3119","F","3198","F","3319","F","3493","F","2282","","4540","","3266","","3611","","3959","","8706","","4186","","2367","","5470","","5595","F","4385","F","4885","F","4719","","5711","","6443","","4560","","6982","","7892","","10015","F","5515","","6227","","8736","","13055","","14798","","10682","F","19148","","23990","","35064.3","F","46371.2","F","56989","F","70549","","78866.93","","83943.06","F","86592.56","F","103595.213","F"
"Western Africa","Africa - Inland waters","Freshwater","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Western Africa","Atlantic Ocean and adjacent seas","Brackishwater","Shrimps, prawns","Shrimps, prawns","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","53","","60","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","50","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","10","F","10","F","50","F","130","F","100",""
"Western Africa","Atlantic Ocean and adjacent seas","Brackishwater","Tilapias and other cichlids","Tilapias and other cichlids","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","","8","","5","","10","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","7","","7","","8","","1","","7","","8","","0","-","0","-","9","","12","","16","","54.1","","58","","190","","264","","239","","262.8","","176","","56",""
"Western Africa","Atlantic Ocean and adjacent seas","Brackishwater","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","7","F","46","F","82","F","116","F","147","F","175","F","200","F","222","F","242","F","259","F","273","F","284","F","280","F","270","F","272","","299","","329","","330","F","288","","1512","","225","","200","F","230","F","230","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Western Africa","Atlantic Ocean and adjacent seas","Brackishwater","Oysters","Oysters","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","100","","100","","200","","200","","98","","66","","81","","146","","123","","92","","149","","136","","124","","0","-","36","","30","","26","","25","","30","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F","20","F"
"Western Africa","Atlantic Ocean and adjacent seas","Marine","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","207","","767","","700","","900","F","900","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Western Africa","Atlantic Ocean and adjacent seas","Marine","Mussels","Mussels","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","28","","28","","14","","15.5","","741","","349","","135",""
"Western Africa","Atlantic Ocean and adjacent seas","Marine","Oysters","Oysters","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","95","","95","","87","","84","","35","","35","F","30","F","30","F","16","","22","","39","","118.2","","168.2","","162","","232","","435","","454.43","","194.2","","395",""
"Caribbean","America, North - Inland waters","Brackishwater","Miscellaneous freshwater fishes","Miscellaneous freshwater fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","100","","100","","100","","0",".","82","","53","","72","","99","","88","","66","","67","","85","","57","","84","","38","","35","","9","","7","","949","","507","","76","","40","","23","","0","0","0","0","0","0","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Caribbean","America, North - Inland waters","Brackishwater","Tilapias and other cichlids","Tilapias and other cichlids","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","10","","10","","25","","37","","25","","12","","3","","0","-","0","-","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","","1","F","1","F","1","F","1","","1","","1","F","0","."
"Caribbean","America, North - Inland waters","Brackishwater","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","46","","19","","20","","20","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Caribbean","America, North - Inland waters","Freshwater","Freshwater crustaceans","Freshwater crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","14","","26","","132","","181","","204","","330","","300","","283","","281","","247","","471","","966","","1160","","219","","199","","137","","170","","107","","144","","116","","129","","231","","176.5","","153.161","","140.515","F","146.914","F","153.74","F","158.76","F","149","F","52.55","","46.75","F","43.03","F","50.45","","52","F","49.37","F","41.36","F","44.5","F"
"Caribbean","America, North - Inland waters","Freshwater","River eels","River eels","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","1","F","0","0","0","0","0","0","0","0","49","","38","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Caribbean","America, North - Inland waters","Freshwater","Carps, barbels and other cyprinids","Carps, barbels and other cyprinids","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","100","","100","","200","","200","","105","","119","","330","","485","","487","","459","","414","","761","","1274","","1888","","2928","","3620","","3822","","5571","","7234","","10236","","15968","","22227","","26087","","27881","","18361","","13624","","13803","","14122","","15986","","12459","","12254","","20083","","20308","","17656","","16363","","15000.2","","14708.2","","16700.6","","18461.5","","18110","","15896","","17569","","14162",""
"Caribbean","America, North - Inland waters","Freshwater","Miscellaneous freshwater fishes","Miscellaneous freshwater fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","147","","172","","314","","86","","2872","","4250","","5834","","8671","","16746","","10423","","9217","","8584","","10322","","9064","","10021","","9960","","9946","","6418","","9174","","12006.33","","11139.09","","12934.11","","9924","","5667.5","","6751","","7157.09","","7595","","8344","","7381","","7596","","7643",""
"Caribbean","America, North - Inland waters","Freshwater","Tilapias and other cichlids","Tilapias and other cichlids","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","F","50","F","200","F","200","F","142","","398","","745","","1032","","1707","","2357","","2548","","3153","","3851","","4527","","5299","","5445","","6313","","7271","","6983","","7145","","5934","F","7162","","6664","","6097","F","5665","F","4378","","5633","","6283","","6878","F","8825","","4040","","5831","","5292","","8021.99","","6643.57","","6734.1","","5938.15","","4701","","3046.6","","2141.25","","2643.55","F","3324.24","","3244.1","F","3599.37","F","3873.04","F","4033.08","F"
"Caribbean","Atlantic Ocean and adjacent seas","Brackishwater","Shrimps, prawns","Shrimps, prawns","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","10","F","12","","12","F","361","","517","","765","","1212","","1379","","1009","","811","","1140","","1537","","1316","","2002","","1735","","1069","","2340","","1320","","2085","","1868","","693","","3283","","4822","","3610","","3833","","3598","","3165","","2673","","3098.9","","4415.9","","4571","","5169","","5444","","6031","","6874",""
"Caribbean","Atlantic Ocean and adjacent seas","Brackishwater","Tilapias and other cichlids","Tilapias and other cichlids","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","0",".","0","-","0","-","0","-","0","-","0","-","0","-"
"Caribbean","Atlantic Ocean and adjacent seas","Brackishwater","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","330","","287","","300","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Lobsters, spiny-rock lobsters","Lobsters, spiny-rock lobsters","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2","","1","","22","","13","","11","","3","","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","8.35","","8.83","","8.5","F","6","F","7.84",""
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Miscellaneous marine crustaceans","Miscellaneous marine crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0","-","0","-","0","."
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Shrimps, prawns","Shrimps, prawns","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","0","90","F","198","","200","","173","","136","","90","","35","","100","F","200","","47","","49","","68","","37","","158","","128","","556","","730","","1124","","531","F","720","","747","","727","F","490","F","490","F","490","F","490","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Marine fishes not identified","Marine fishes not identified","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","6","","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0","."
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Miscellaneous coastal fishes","Miscellaneous coastal fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","0","0","6","","5","","10","","15","","10","","12","","7","","10","","12","","20","","30","","24","","24","","53","","218","","159","","423.7","","432.8","F","403.4","F","401.5","F","395","F","410","F","37","","42","F","47","F","74","","51.1","","86","","307","F","310","F"
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Miscellaneous pelagic fishes","Miscellaneous pelagic fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","20","F","50","F","65","F","79","F","95","F","180","F","186","F","320","F","315","F","355.7","","350","","350","F","350","","350","F","50","F","50","F","50","F"
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Abalones, winkles, conchs","Abalones, winkles, conchs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","381","","110","F","20","F","15","F","12","F","7","F","6","F","6","F","9","F","7","F","9","F","9","F","15","F","20","F","25","F","30","","25","","4","","4","","4","","0","0","0","0","0.2","","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F"
"Caribbean","Atlantic Ocean and adjacent seas","Marine","Oysters","Oysters","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","20","F","80","F","220","F","350","F","460","F","570","F","670","F","760","F","840","F","910","F","980","F","1030","F","1070","F","1110","F","1130","F","1155","F","1161","F","1001","F","1135","","1101","F","1301","","1135","","2","","5","F","6","F","6","F","6","F","5","F","5","F","8","F","52","","2287","","1870","","1632","","1483","","1300","","1313","","1184","","1046","","1109","","1086","","861","","1375","","1650","","1796","","1583","","1518.7","","1109.6","","980","","1113","","1089","","1186",""
