"1950","S_1950","1951","S_1951","1952","S_1952","1953","S_1953","1954","S_1954","1955","S_1955","1956","S_1956","1957","S_1957","1958","S_1958","1959","S_1959","1960","S_1960","1961","S_1961","1962","S_1962","1963","S_1963","1964","S_1964","1965","S_1965","1966","S_1966","1967","S_1967","1968","S_1968","1969","S_1969","1970","S_1970","1971","S_1971","1972","S_1972","1973","S_1973","1974","S_1974","1975","S_1975","1976","S_1976","1977","S_1977","1978","S_1978","1979","S_1979","1980","S_1980","1981","S_1981","1982","S_1982","1983","S_1983","1984","S_1984","1985","S_1985","1986","S_1986","1987","S_1987","1988","S_1988","1989","S_1989","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015","2016","S_2016","2017","S_2017","2018","S_2018"
"537311","","668004","","764840","","900552","","1014590","F","1140826","F","1130283","F","1475208","F","1451913","F","1570349","F","1559986","F","1417289","F","1479741","F","1657470","","1731534","F","1904110","F","1959302","F","2006901","F","2143823","F","2224341","F","2422178","F","2587916","F","2775151","F","2892872","F","3059647","F","3392634","","3502443","F","3885627","","3971491","","4090475","","4454315","","4949920","","5348429","","5889193","","6562051.449","","7621087.648","","8727690.102","","10108386.228","","11253947.959","","11862344.069","","12577837.041","","13392961.603","","15100091.889","","17527232.052","","20612891.005","","24185274.194","","26368318.135","","27150189.699","F","28235151.108","F","30534517.605","F","32215907.753","F","34399386.718","F","36565737.949","F","38689490.615","F","41695553.489","F","44074364.418","F","47052882.682","","49717579.356","","52682882.522","","54915581.676","F","57548094.47","F","59573704.78","F","63207524.154","F","66666235.259","F","70217428.136","F","72478139.742","F","76192198.726","","79216014.352","","81703720.832",""
