"Land Area","Ocean Area","Environment","Species","Scientific name","1950","S_1950","1951","S_1951","1952","S_1952","1953","S_1953","1954","S_1954","1955","S_1955","1956","S_1956","1957","S_1957","1958","S_1958","1959","S_1959","1960","S_1960","1961","S_1961","1962","S_1962","1963","S_1963","1964","S_1964","1965","S_1965","1966","S_1966","1967","S_1967","1968","S_1968","1969","S_1969","1970","S_1970","1971","S_1971","1972","S_1972","1973","S_1973","1974","S_1974","1975","S_1975","1976","S_1976","1977","S_1977","1978","S_1978","1979","S_1979","1980","S_1980","1981","S_1981","1982","S_1982","1983","S_1983","1984","S_1984","1985","S_1985","1986","S_1986","1987","S_1987","1988","S_1988","1989","S_1989","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015","2016","S_2016","2017","S_2017","2018","S_2018"
"Central America","Inland waters","Freshwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2000","","1900","","2000","","2000","","1900","","2000","","1000","","2000","","1000","","750","","309","","670","","360","","218","","216","","217","","250","","11","","2","","1","","1","","2","","3","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Central America","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","40","","100","","100","","120","","90","","40","","80","","30","","30","","40","","15","","50","","63","","84","","62","","71","","75","","19","","76","","88","","91","","150","","156","","132","","131","","152","","51","","81","","72.18","","129.05","","289","","241.1","","198.779","","241.835","","136.157",""
"Central America","Inland waters","Freshwater","Mollusks","Mollusks","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2","F","4","F","8","F","10","","15","","15","","4","","5","","4","","5","","5","","6","","8","","9","","12","","15","","16","","11","","12","","10","","11","F","11","F","11","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Central America","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","0","0","0","0","0","2","F","11","F","19","F","37","F","63","F","129","F","253","F","486","F","1143","F","1532","F","2023","","3370","","4434","","5826","","8076","","10931","","12107","","14151","","19283","","29040","","35100","","36866","","35222","","42633","","47950","","49260","","52492","","73624","","79116","","91931","","110624","","65229","","76475","","70220","","77174","","63877.54","","70694.24","","79967.7","","89187","","92283.29","","100312.56","","82646.58","","73688.155","","235044.845","","92117.289",""
"Central America","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","322","","392","","415","F","415","F","415","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Central America","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","568","","654","","518","","484","","484","","484","","0",".","297","","369","","640","","63","","37","","13","","15","","18","","5","","12","","11","","4","","9","","1","","1","","3","","25","F","30","F","30","F","50","F","100","F","181","F","261","F","702","","703","","703","F","703","F"
"Central America","Marine areas","Brackishwater","Mollusks","Mollusks","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","97","","5","","181","","6","","7","","11","","975","","1111","","324","","817","","609","","3328","","2376","","10","","1163","","1200.3","","1041","","619","","2605","","2441.46","","9403.54","","2733.01","","1747.018","","7376.985","","3379.648",""
"Central America","Marine areas","Marine","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","4","","4","","0","0","0","0","0","0","0","0","17","","14","","0","0","0","0","0","0","0","0","203","","239","","42","","2093","","2018","","2778","","3011","","4630","","85479","","107724","","107882","","124660","","120599","","99291","","106886","","96469","","56336","","82638.9","","127265.41","","125150.977","","0","-","155107.472",""
"Central America","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","8","","0","-","0","-","0","-","79","","35","","117","","521","","519","","519","","4195","","4535","","4755","","3297","","3523","","3405","","2448.7","","4062","","2352.021","","8245.177","","10461.629","","9700.074","","11145.989","","8395.264","","11680.093",""
"Central America","Marine areas","Marine","Mollusks","Mollusks","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","20","","20","","20","","2216","","2292","","1653","","1053","","988","","2556","","2819","","3038","","2115","","1645","","600","","1308","","1303","","1409","","1290","","1653","","1727","","2429.252","","2272.048","","2219","","3362","","2829","","3169","","2678.7","","5012.453","","5573.9","","7327.94","","8299.006","","6120.549",""
"Northern America","Inland waters","Freshwater","Crustaceans","Crustaceans","3","F","4","F","10","F","10","F","10","F","10","F","20","F","20","F","30","F","40","F","50","F","70","F","90","F","120","F","160","F","210","F","270","F","360","F","470","F","620","F","800","F","1100","F","1400","F","1850","F","2460","F","3280","F","4567","","6876","","5942","","9810","F","10985","","16950","F","25182","","30182","","27144","","29676","","44399","","43273","","30061","","30159","","32389","","27665","","28738","","25916","","22422","","26375","","21130","","22332","","17212","","19455","","7713","","13891","","27879","","33547","","31964","","35389","","38190","","52192","","53485","","46917","","53142","","53635","","43637","","48567","","60925","","63757","","67659","","63693","","72709",""
"Northern America","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","15","F","60","F","205","F","503","F","788","F","2470","","4190","F","5743","F","7214","F","8612","F","9991","F","11193","F","12411","F","13633","F","14740","F","15776","F","16879","F","17924","F","15329","F","11734","","22316","","21861","F","21992","","23624","F","23875","","24903","","27539","","31247","","32156","","31282","","33041","","30278","","29448","","28906","","28055","","30458","","32011","","33119","","33311","","39927","","38939","","37106","","33607","","29698","","29997","","32672","","27531","","27931","","25032","","24842","","23045","","22306","","24014","","28681","","30651","","30126","","33031","","30818","","33109",""
"Northern America","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","5027","F","5175","F","5327","F","5484","F","5645","F","5837","F","6039","F","6293","F","6577","F","6942","F","6968","F","7866","F","8474","F","9224","F","10104","F","23909","","12439","F","13923","F","15668","F","12525","F","26904","","22800","F","25960","F","29420","F","33580","F","47774","","43370","F","40610","F","35089","F","29655","","44855","","80100","F","105909","","110850","F","134590","","138734","","164808","","181093","","173010","","191740","","176055","","190001","","222593","","226007","","218516","","223280","","234423","","260215","","278075","","293022","","291389","","293736","","307647","","321119","","312064","","304778","","287212","","283846","","255388","","237516","","232858","","172675","","168961","","176506","","154403","","158736","","161037","","165564","","168854",""
"Northern America","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","115","","212","","129","","488","","501","","121","","249","","45","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Northern America","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","11","","11","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Northern America","Marine areas","Marine","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","226","","118","","615","","1207","","1043","","907","","1179","","1179","","2313","","2495","","2631","","1043","","1315","","1225","","1996","","2631","","2948","","4672","","5579","","6069","","5602","","4182","","3543","","2495","","1950","","1724","","1349","","1612","","1703","","1522","","2209","","1805","","1633","","1633","","2035",""
"Northern America","Marine areas","Marine","Diadromous fishes","Diadromous fishes","200","","200","","200","","200","","300","","100","","100","","100","","100","","100","","100","","100","","105","","113","","120","","163","","206","F","246","F","284","F","319","F","350","F","390","F","420","F","450","F","419","F","449","F","477","F","510","F","538","F","553","F","703","","852","F","818","","718","F","1658","","2200","","2266","","5007","","12567","","20435","","27530","","41808","","41192","","48145","","47293","","56719","","59597","","74878","","73188","","90532","","104990","","126375","","140355","","140643","","111901","","107771","","128546","","113510","","132334","","127911","","133978","","143459","","152570","","138857","","111296","","160593","","165495","","155597","","153356",""
"Northern America","Marine areas","Marine","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","50","","0","-","0","-","200","","200","","59","","90","","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1362","","1526","","1654","","2144","","1873","","1651","","1534","","1874","","1874","","2502","","2500","","2500","","2043","","2043","","4896",""
"Northern America","Marine areas","Marine","Mollusks","Mollusks","59353","","65777","F","75857","","77294","","84257","F","96384","F","95382","F","92108","F","86492","F","98947","F","100263","F","97441","F","104187","F","115952","F","115942","F","109068","F","100389","F","110302","F","110873","F","98097","F","134227","F","134000","F","138000","F","130300","F","120423","F","155309","","122557","F","112287","F","105935","F","90696","","93072","","114422","F","111245","F","107398","F","146630","","136740","","145242","","138122","","132242","","127121","","86659","","120220","","134946","","137886","","127925","","140786","","117246","","128148","","132171","","146432","","138028","","157127","","155757","","182433","","259642","","182189","","204920","","196413","","186813","","196591","F","213134","","171439","","212540","","200396","","198996","","195862","","214549","","212026","","224598",""
"South America","Inland waters","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","14","","14","","12","","11","","34","","13","F","15","","30","F","50","F","75","F","100","F","159","","160","F","160","F","170","F","180","F","441","","441","","442","","442","","442","F","442","F","442","","500","F","500","","4","","9.96","","22","","14.54","","1.09","","0",".","1.194","","0",".","0",".","19.192","","19.92",""
"South America","Inland waters","Freshwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","15","F","55","F","100","F","153","F","199","F","322","F","441","F","552","F","658","F","759","F","854","F","943","F","1032","F","1087","F","1148","F","1335","","1446","","1615","","1620","","1568","","1580","","743","F","948","F","484","","577","","566","","392","","309","","547","","541","","520","","494","","434","","452","","444","","297","","168","F","436.87","","116","F","113.76","F","112.482","F","120.25","F","178.13","F","120.8","F","433.61","F","476.26","F","477.83","F"
"South America","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","F","2","F","4","F","5","F","5","F","10","F","21","F","45","F","79","F","110","F","191","F","281","F","373","F","470","F","553","F","634","F","697","F","790","F","870","F","867","F","1289","","1432","","1885","","2221","","2478","","2817","","3904","","5128","","7506","","11483","","6944","","8287","","6678","","15486","","10577","","19992","","14418","","15630","","14941","","14113","","15566","","14934","","17012","","23406","F","24553","","15334","","21977","","53081.3","","61312.67","F","70785","","94267.9","","91199.66","","102647.92","","57755.55","","76040.293","","86591.469","","89835.654",""
"South America","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","F","11","F","19","F","54","F","153","F","274","F","615","F","953","F","1502","F","3552","F","5605","F","7387","F","9059","F","10658","","10739","","10798","","13210","F","16272","F","18700","F","22213","F","25306","F","41837","","45703","F","44938","F","61883","","91870","F","110057","","125132","","157475","","187531","","205769","","230648","","230412","","239839","","240194","","259643.5","","281905.3","","324182.1","","387615.75","","445887.33","","479568.43","","513888.808","","517130.44","","619270.21","F","609391.708","F","645594.435","F","657757.963","F","680036.59","F"
"South America","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","","10","","30","F","40","F","60","F","90","F","120","F","190","F","215","F","364","","458","","555","","603","","608","","736","","674","","659","","640","","637","","647","","664","","614","","818","F","816","F","820","F","818.85","F","818.85","F","614","F","568","F","580","F","465.2","F","464","F","455","F"
"South America","Marine areas","Brackishwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","F","50","F","50","F","200","F","505","F","1010","F","1550","F","2102","F","3413","F","3893","F","4716","F","9207","F","12141","F","21561","F","35789","F","33703","","30370","","43931","","69724","","75793","","73106","","82677","","111849","","122908","","91504","","98616","","115707","","115884","","138684","","154528","","133828","","68637","","66311","F","89130","","108584","","131088","","155517","","192303","","188236.3","F","184543.4","F","207794.2","","249373.6","","287671.7","F","309660.5","","328631","","365576.661","F","419249.4","","446251.1","","468461.153","F","539802.04","F"
"South America","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","1","F","1","F","1","F","1","","50","F","130","","54","","54","F","0",".","0",".","0",".","0","-","1","","10","","6.1","","2.7","","9.3","","4.7","","1.7","","1.7","","1.7","","2.3","","5","F","5","F"
"South America","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3","","3","","3","","0",".","0",".","0",".","3","","17","","32","","19","","38","","168","","278","","426","","334","","260","","303","","320","","422","","273","","296","","277","","335","","282","","409.3","","383.6","","296","","459","","127","","90.881","","53.11","","9.24","","0",".","1.89",""
"South America","Marine areas","Marine","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","8","F","19","F","38","F","66","F","115","F","168","F","245","F","557","F","860","","1221","","406","","1939","","1818","","2094","","3562","","4300","","4653","","4700","","7672","","6803","","5942","","7391","","7735","","9969","","15712","","13079","","21777","","27743","","42732","","63846","","93518","","80977","","71458","","74257","","76657","","83565","","78613","","83020","","85645","","92800.8","","82552","","86483.7","F","92083.3","F","79940.55","F","87491.66","F","91716.93","F"
"South America","Marine areas","Marine","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","49","","46","","64","","1","","184","","94","","109","","500","","1144","","1810","","4228","","9726","","24974","","35650","","60513","","75746","","99757","","138747","","197147","","240122","","255201","","226938","","341751","","503371","","478812","","484639","F","564797","F","603948","F","636253","F","600084","F","627950","F","578126","","430636","F","608266","","758150","","736204","","899436","","829656","","726939","","852244.12","","887232.87",""
"South America","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","8","","2390","","1928","","1930","F","1927","F","6","","0","-","0","-","0","-","0","-","6.5","","19","","116.33","","112.68","","146","","153.27","F","162.47","F","9.4","","350.46","","376.51","F","383.49","F"
"South America","Marine areas","Marine","Mollusks","Mollusks","40","F","40","F","40","F","50","F","50","F","50","F","60","F","70","F","70","F","70","F","80","F","80","F","90","F","100","F","110","F","120","F","230","F","144","F","183","F","211","F","200","F","227","F","262","F","295","F","322","F","351","F","451","F","398","F","444","F","580","F","763","F","1138","","2312","","1040","F","2422","","7376","","2974","","2249","","4041","","3928","","4117","","5456","","6619","","9414","","16643","","19512","","24803","","31157","","43397","","56789","","65842","","78146","","79557","","96186","","130323","","135615","","174530","","208669","","240365","","216390","","307868.34","","375964.56","","301680.88","","339623.57","","323631.24","","259666.99","","349363.79","","380469.367","F","404952.28",""
"Eastern Asia","Inland waters","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","34","","27","","1.7","","24.2","","0","-"
"Eastern Asia","Inland waters","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","","0","0","0","0","18","","50","","81","","559","","154","","23","","6","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Eastern Asia","Inland waters","Freshwater","Crustaceans","Crustaceans","36","F","56","F","56","F","78","F","75","F","78","F","86","F","84","F","84","F","89","F","80","F","89","","70","F","49","","45","F","35","","14","","7","","10","","25","F","35","","38","","56","","49","","72","","85","","87","","161","","144","","1089","","465","","770","","1016","","773","","1390","","796","","1528","","1581","","4838","","10104","","16536","","24725","","18733","","25099","","38217","","50410","","107403","","141313","F","174284","F","228250","F","382767","F","453076","F","487598","F","933606","F","1072894","F","1130900","F","1367030","","1686461","","1786097","","1940161","F","2072931","F","2056993.13","F","2146071","F","2222262.25","F","2336571.17","F","2453369.5","F","2649894.733","","2929285.473","","3448521.102",""
"Eastern Asia","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","586","","1245","","2819","","4039","","4322","","4950","","6889","","8144","","9615","","9230","","9806","","12314","","12079","","14699","","20454","","23816","","25761","","30231","","36251","","37930","","33071","","35383","","37931","","47696","","51747","","56566","","67831","","73315","","80047","","90566","","98054","","93450","","102797","","105442","","114065","","114057","","111849","","125597","","142859","","194646","","216698","","228422","","230448","","248465","","255672","","253010","","270794","","272259","F","254075","F","248669","F","249601","F","261868","F","272152","F","309310","F","314782","F","307961","F","345905","","384726","","367976","","378610","F","383306","F","385047.1","F","390582","F","397045.46","F","408009.17","F","441950","F","437281.935","","457938.057","","479292.943",""
"Eastern Asia","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","74929","F","127637","F","150070","F","196299","F","291758","F","334600","F","354767","F","576391","F","565364","F","609522","F","513663","F","364089","F","328938","F","374832","F","416240","F","536085","F","550329","F","528767","F","519162","F","581442","F","621537","F","662086","F","671981","F","719368","F","773660","F","822844","F","816571","F","846388","F","853352","F","917269","","1005343","","1136988","","1330810","","1557707","","1936394","","2504581","","3075058","","3610651","","4028535","","4224612","","4509836","","4655266","","5352913","","6478722","","7870434","","9339287","","10761672","","11288908","F","11577695","F","12178215","F","12713814","F","13257763","F","14040151","F","13980503","F","14811976","F","15693261","F","16524458","","17329458","","18192140","","19057080","F","19713451","F","20438872.155","F","21041242","F","22326390.58","F","23360154.42","F","24357388.54","F","25113728.542","","25105120.071","","25111807.185",""
"Eastern Asia","Inland waters","Freshwater","Marine fishes","Marine fishes","1660","","1610","","1876","","1729","F","2008","","1738","F","1525","F","1197","F","1406","F","1203","F","1253","F","1386","","1254","F","1280","","1900","F","1444","","1264","","1690","","1661","","1820","F","2327","","1939","","1970","","1461","","1236","","1343","","1238","","1208","","1978","","1871","","1625","","1489","","1861","","1503","","1342","","1202","","1311","","1910","","1707","","2587","","1516","","1028","","1713","","5538","","4667","","5452","","4625","","4185","","4228","","4673","","2576","","2020","","2180","","2634","","4254","","3259","","4534","","3415","","3591","","3484","F","3772","F","4998.7","F","5257","F","10902.41","","17311.78","","16136","","13187.985","","16083.827","","21017.28",""
"Eastern Asia","Inland waters","Freshwater","Miscellaneous aquatic animal products","Miscellaneous aquatic animal products","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","6","","6","","6","","6","","6","","5.289","","3.787","","2.444","","2.233","","1.634","","0.944","","0.702","","0.682","","0.237","","0.135","","0.153","","0.165","","0.19","","0.204","","0.214","","0.187","","0.181","","0.178","","0.198","","0",".","0.076","","0.113","","4857.099","","5144.362","","4573.446","","3321.113","F","2999.05","F","2179.085","F","2321.081","F","1803.085","F","1796.085","F","1630.083","F","1588.852","","939.283","","702.618",""
"Eastern Asia","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","43","","37","","33","","33","","9","","9","","11","","12","","11","","12","","18","","22","","23","","29","","29","","33","F","44","F","61","F","74","F","90","F","117","","208","","332","","501","","350","","401","","834","","1001","","1439","","1003","","986","","1379","","1456","","1977","","685","","646","","699","","748","","765","","1138","","984","","974","","1656","","3141","","6569","","20458","","35518","","45177","F","61706","F","73377","F","86277","F","103983","F","105506","F","205098","F","217694","F","244305","F","290316","","310194","","344133","","385006","F","410191","F","419833.2","F","450413","F","470645","F","464489.9","F","465804.6","F","497412.039","","504874.35","","517156.939",""
"Eastern Asia","Inland waters","Freshwater","Mollusks","Mollusks","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2","","6","","14","","13","","50","F","64","","329","","605","","870","","1014","","1376","","3383","","5636","","5943","","5944","","6416","","6781","","7697","","7790","","9147","","9686","","10344","","9380","","10834","","9917","","16451","","13118","","11175","","11702","","11201","","10309","","11848","","13025","","13224","","11247","","10244","","10422","","13403","","169441","F","181978","F","190728","F","222471","","223200","","247100","","242102","F","256879","F","256545.2","F","254060","F","249435.53","F","511243.91","F","249543.5","F","247849.96","","224061.532","","206926.541",""
"Eastern Asia","Marine areas","Brackishwater","Crustaceans","Crustaceans","199","F","239","F","239","F","316","F","316","F","312","F","586","F","621","F","581","F","588","F","566","F","584","","511","F","482","","493","F","466","","443","","480","","492","","564","F","666","","696","","930","","942","","1139","","1783","","2404","","5625","F","7264","F","11772","","13942","F","16675","F","25459","F","29272","F","32907","","60942","","133901","","242704","","239486","","210913","","204539","","244666","","224777","","101998","","74594","","129762","","143819","","159421","F","201385","F","244748","F","311660","F","413308","F","503153","F","542320","F","583283","F","667138","F","747803","","837480","","867659","","917829","F","949512","F","994135.7","F","1114105","F","1188902.95","F","1268586.48","F","1273159.35","F","1393362.962","","1522189.288","","1596103.902",""
